346|Slope|0|0|4|10|0
347|Slope|0|0|5|10|0
348|Slope|0|0|1|10|0
349|Slope|0|0|2|10|0
350|Slope|0|0|3|10|0
351|Slope|0|0|4|10|0
352|Slope|0|1|1|10|0
353|Slope|0|1|2|10|0
354|Slope|0|1|3|10|0
355|Slope|0|1|4|10|0
356|Slope|1|2|1|10|4
357|Slope|1|2|2|10|4
358|Slope|1|2|3|10|3.33
359|Slope|2|2|4|10|3.33
360|Slope|3|2|4|10|3.33
361|Length of inner edge|0|0|4|11|50
362|Length of inner edge|0|0|5|11|45
363|Length of inner edge|0|0|0|11|60
364|Length of inner edge|0|0|1|11|80
365|Length of inner edge|0|0|2|11|150
366|Length of inner edge|0|0|3|11|150
367|Length of inner edge|0|0|2|11|180
368|Length of inner edge|0|0|3|11|180
369|Distance from runway end b|0|0|4|11|25
370|Distance from runway end b|0|0|5|11|15
371|Distance from runway end b|0|0|0|11|30
372|Distance from runway end b|0|0|1|11|60
373|Distance from runway end b|0|0|2|11|60
374|Distance from runway end b|0|0|3|11|60
375|Distance from runway end b|0|0|2|11|60
376|Distance from runway end b|0|0|3|11|60
377|Divergence (each side)|0|0|4|11|10
378|Divergence (each side)|0|0|5|11|10
379|Divergence (each side)|0|0|0|11|10
380|Divergence (each side)|0|0|1|11|10
381|Divergence (each side)|0|0|2|11|10
382|Divergence (each side)|0|0|3|11|10
383|Divergence (each side)|0|0|2|11|10
384|Divergence (each side)|0|0|3|11|12.5
385|Final width|0|0|4|11|150
386|Final width|0|0|5|11|345
387|Final width|0|0|0|11|380
388|Final width|0|0|1|11|580
389|Final width|0|0|2|11|580
390|Final width|0|0|3|11|580
391|Final width|0|0|2|11|1200
392|Final width|0|0|3|11|1200
393|Length|0|0|4|11|500
394|Length|0|0|5|11|1500
395|Length|0|0|0|11|1600
396|Length|0|0|1|11|2500
397|Length|0|0|2|11|3000
398|Length|0|0|3|11|3000
399|Length|0|0|2|11|15000
400|Length|0|0|3|11|15000
401|Slope|0|0|4|11|4
402|Slope|0|0|5|11|15
403|Slope|0|0|0|11|5
404|Slope|0|0|1|11|4
405|Slope|0|0|2|11|2
406|Slope|0|0|3|11|2
407|Slope|0|0|2|11|2
408|Slope|0|0|3|11|2
409|Width|0|0|4|0|25
410|Length|0|0|4|0|25
411|Width|0|0|5|0|22.5
412|Length|0|0|5|0|15
413|Width|0|0|0|0|30
414|Length|0|0|0|0|30
415|Width|0|0|1|0|40
416|Length|0|0|1|0|60
417|Width|0|0|2|0|75
418|Length|0|0|2|0|60
419|Width|0|0|3|0|75
420|Length|0|0|3|0|60
421|Width|0|1|0|0|40
422|Length|0|1|0|0|60
423|Width|0|1|1|0|40
424|Length|0|1|1|0|60
425|Width|0|1|2|0|75
426|Length|0|1|2|0|60
427|Width|0|1|3|0|75
428|Length|0|1|3|0|60
429|Width|1|2|0|0|75
430|Length|1|2|0|0|60
431|Width|1|2|1|0|75
432|Length|1|2|1|0|60
433|Width|1|2|2|0|150
434|Length|1|2|2|0|60
435|Width|2|2|3|0|150
436|Length|2|2|3|0|60
437|Width|3|2|3|0|150
438|Length|3|2|3|0|60
