496|01030000000100000005000000BED892AC2C1350C07C67F5A90D653FC0CFA2BB21241350C0E148997F11653FC06D03E870431350C02106A48846683FC06EB807FC4B1350C07E3BD7B242683FC0BED892AC2C1350C07C67F5A90D653FC0|1400|50|416|10
80|01030000000100000005000000B9BCB2BB676750C0C6178AC8D8573BC033EF6E43656750C00ADADBBBDE573BC0697C609C986750C01DCC8EA4EE583BC04EF0A6149B6750C0D7C42DB1E8583BC0B9BCB2BB676750C0C6178AC8D8573BC0|700|18|69|10
769|010300000001000000050000001359209B748651C0E8B35E52127D43C0A6EC6BAF758651C010A4D3021E7D43C03A098578118851C09FDC5642C17C43C00C97B563108851C0E5F00392B57C43C01359209B748651C0E8B35E52127D43C0|2200|40|628|1
185|01030000000100000005000000ABA72E06F64A4DC097BAA4FC953941C02E12385AEE4A4DC053C31E2A9C3941C0B9A327764D4C4DC076433256C73A41C0BEA91D22554C4DC00BA48C28C13A41C0ABA72E06F64A4DC097BAA4FC953941C0|1690|30|160|1
660|01030000000100000005000000F61E0AEA3DF450C0A8E2B7C97EA748C0B6D853963FF450C0BFC9263473A748C0D3649FE484F250C04D634EC205A748C059678E3783F250C03C84A95711A748C0F61E0AEA3DF450C0A8E2B7C97EA748C0|2000|40|543|6
831|01030000000100000005000000C2779FCA524F4CC0D7BA8FB8250F50C06FB2C261474F4CC00D3C5B0D2B0F50C0AF270F452C524CC0B0A56117760F50C0D8922DAC37524CC0EB6C5CC2700F50C0C2779FCA524F4CC0D7BA8FB8250F50C0|1208|40|717|10
832|0103000000010000000500000074DA035892014DC0DB3ACDF249CC3EC06FE32CD48A014DC00B8F72B24FCC3EC08692E28B15024DC013E3F02F6CCE3EC08D63DA0F1D024DC0365B2A7066CE3EC074DA035892014DC0DB3ACDF249CC3EC0|1000|25|719|10
843|010300000001000000050000007D7CD65259B34EC08BDF16A743D541C0D78F672253B34EC0FA728AA048D541C0CE1CAC2977B44EC08E08B18D3AD641C04A7A1E5A7DB44EC0DFD51F9435D641C07D7CD65259B34EC08BDF16A743D541C0|1150|25|721|10
839|01030000000100000005000000AA7C7EC9FDE44DC032E2A7FC44AA41C077841AF303E54DC0A677E90B48AA41C0977AE47686E54DC00B61117E97A941C044445B4D80E54DC01F2EDC6E94A941C0AA7C7EC9FDE44DC032E2A7FC44AA41C0|700|20|720|10
218|010300000001000000050000001A6179C3E8E650C00E5810DF0F8043C0C217DD64E9E650C04F55FFD21C8043C0314C476175E850C0656C52CDED7F43C0BF7653BF74E850C0242F6FD9E07F43C01A6179C3E8E650C00E5810DF0F8043C0|2156|45|189|1
47|01030000000100000005000000DAFE689B650D52C06375B9E41DCD49C02F4EC142630D52C000BD303B26CD49C0E220BA69CE0E52C03EC43AAAC4CD49C02E3BEFC1D00E52C0D9508653BCCD49C0DAFE689B650D52C06375B9E41DCD49C0|1750|30|42|1
5|0103000000010000000500000070615A8572364DC08B0CA180EC4641C0C84233886A364DC05481BBB4E24641C06D53432125344DC0B11F942C274841C02495251E2D344DC08898C6F8304841C070615A8572364DC08B0CA180EC4641C0|2100|40|5|6
845|010300000001000000050000000B2D3D6D9CDF4FC0C35E8AC89DC03EC07DE3916A90DF4FC06AAB7C8EA2C03EC0D4547554ECDF4FC09A75168554C33EC095FF7057F8DF4FC0EFF6FFBE4FC33EC00B2D3D6D9CDF4FC0C35E8AC89DC03EC0|1200|36|722|10
213|010300000001000000050000006DE23EE3E4964DC0BFF4AFE4DD273DC063E2E253DE964DC070681892E0273DC01139197F0E974DC065B4AA4B4C293DC09B788A0E15974DC00CA5369E49293DC06DE23EE3E4964DC0BFF4AFE4DD273DC0|630|20|184|10
133|01030000000100000005000000E841C8DD06E34EC0AAA98CA4364B42C0F59A360C00E34EC036061BCD384B42C0EDDA21A163E34EC098C7345F054C42C0BB9ED2726AE34EC07BBC9B36034C42C0E841C8DD06E34EC0AAA98CA4364B42C0|750|20|121|10
659|01030000000100000005000000D6612689DF474EC0E77451FCB3C23EC013E17518D9474EC0191A13C9BCC23EC0FD4CA66E02494EC00982BBDA45C53EC0A3346BDF08494EC05040C10D3DC53EC0D6612689DF474EC0E77451FCB3C23EC0|1400|25|542|10
830|01030000000100000005000000678C808BB9244EC0CD8CC6B32EDA3DC0ADBA67BCBA244EC031795F563ADA3DC04217912608264EC0A9FC6E92D2D93DC0156D83F506264EC0AB44DDEFC6D93DC0678C808BB9244EC0CD8CC6B32EDA3DC0|1000|20|716|10
847|010300000001000000050000001194437CEF2F4FC0FA0858429FD440C04EEE4F29E72F4FC0070E3F9FA0D440C090BBE2C516304FC0760992F26BD540C0FA41FC181F304FC0E31FA5956AD540C01194437CEF2F4FC0FA0858429FD440C0|700|24|683|10
849|010300000001000000050000004184DEB364F34CC016F54B46347C41C0A4C02DC25EF34CC08ADAD7FE2F7C41C01C34D0FC42F24CC082F2F10D3B7D41C046488BEE48F24CC0855381553F7D41C04184DEB364F34CC016F54B46347C41C0|1190|23|491|1
848|01030000000100000005000000CC231875CD0A50C032D35594BF0A40C083C9E867CA0A50C0C94042B9C00A40C02EA4A20AED0A50C09B50FA80CC0B40C0B1B7E217F00A50C08A81065CCB0B40C0CC231875CD0A50C032D35594BF0A40C0|927|18|665|10
215|01030000000100000005000000B9707EC3D2424DC04DD9C2BDEF7C40C0679D4DB8C9424DC0361202B4F07C40C0B123BCC1DE424DC0F4DD5D367D7D40C077EB08CDE7424DC070D11A407C7D40C0B9707EC3D2424DC04DD9C2BDEF7C40C0|500|27|186|10
519|01030000000100000005000000451698F370034FC02AC6ACD554AE3EC08FD8FF5A7A034FC0E66F3AB151AE3EC00C80F2AC31034FC079DDD5B4C7AB3EC068F8C74528034FC0231036D9CAAB3EC0451698F370034FC02AC6ACD554AE3EC0|1110|28|434|10
135|010300000001000000050000004D59195B219D4DC031BB4273889C42C0899282B40F9D4DC061C96BB5899C42C040BA165A639D4DC0C26768BB779F42C04B430602759D4DC09F541B79769F42C04D59195B219D4DC031BB4273889C42C0|2550|48|123|6
216|010300000001000000050000004938EE9330484DC04F593A48057840C003F7641B2B484DC0F0BD5651067840C0BFC1ACB96B484DC00857C507F97840C088EF513271484DC02383A2FEF77840C04938EE9330484DC04F593A48057840C0|848|17|187|10
813|010300000001000000050000004B1FF2A98D3850C042305A345EBA3AC07D11E06F8A3850C071501F9260BA3AC06DEB8F77AB3850C096F0F29CA5BC3AC0294EB1B1AE3850C0CCA71E3FA3BC3AC04B1FF2A98D3850C042305A345EBA3AC0|1100|20|709|10
221|0103000000010000000500000073AB1C5867EA4DC031551C2E3BD540C076AED32D62EA4DC0FDE556353FD540C06B38BA2E23EB4DC0EF9B3839ECD540C08B81035928EB4DC093F1ED31E8D540C073AB1C5867EA4DC031551C2E3BD540C0|800|20|191|10
226|01030000000100000005000000E79C08DBE6DB4FC03041699A95D641C0EFF2AFECEBDB4FC04958949195D641C05FC552F5E9DB4FC0DC8D7338D5D541C0CAC0C3E3E4DB4FC094044841D5D541C0E79C08DBE6DB4FC03041699A95D641C0|650|15|196|10
805|0103000000010000000500000036C176DFB4014FC08ADC88DC7E8C41C07F69FF50AD014FC0D31E752F858C41C0591CF23889024FC0F51736A8368D41C0559469C790024FC073C32E55308D41C036C176DFB4014FC08ADC88DC7E8C41C0|850|30|15|10
513|010300000001000000050000002586CD0F38BA4DC07E53053C555141C01A534D5630BA4DC08338E56F565141C058920EBF69BA4DC0B8922453525241C0D5FABA7871BA4DC0ED933B1F515241C02586CD0F38BA4DC07E53053C555141C0|799|23|429|10
514|010300000001000000050000002166ABCFBDB94DC08234CBF8B85141C0F41DC971BFB94DC0223F59BAC15141C0FB56E610A6BA4DC0665BC055A45141C0B7019A6EA4BA4DC0E96D3A949B5141C02166ABCFBDB94DC08234CBF8B85141C0|660|30|429|10
525|010300000001000000050000001FE765A155674DC0A16144CF413F43C0EF3927F959674DC0C94EF5E1453F43C0BCB7E8D240684DC03F9FC8D6AD3E43C00E03217B3C684DC039D028C4A93E43C01FE765A155674DC0A16144CF413F43C0|799|18|439|10
527|01030000000100000005000000DC0FAD3E85684DC0737AC4AD863F43C0F2402A7F90684DC0104EC22E863F43C0BE9D47E870684DC047D83C9ECB3D43C0E43953A865684DC093A3351DCC3D43C0DC0FAD3E85684DC0737AC4AD863F43C0|1500|30|439|1
802|01030000000100000005000000FC9AD35753394FC07FF8673864C342C0AEC5A13A5A394FC0859F709869C342C02988AF68773A4FC0665BC0D381C242C00539E285703A4FC0598DD8737CC242C0FC9AD35753394FC07FF8673864C342C0|1098|26|701|10
528|01030000000100000005000000424CFD2545674DC08F3DDBDA143D43C03F265FDB3F674DC00C6619AA103D43C02EC4FC8FB0664DC0BD330178803D43C007B29BDAB5664DC0E4D9CFA8843D43C0424CFD2545674DC08F3DDBDA143D43C0|550|20|440|10
535|01030000000100000005000000289D4BEFC7654DC0A33E201F9D4943C057AF49DFBF654DC06C131251A34943C007362E9B54664DC0E3B2A4971A4A43C0F2A42FAB5C664DC03F949E65144A43C0289D4BEFC7654DC0A33E201F9D4943C0|765|30|86|10
526|01030000000100000005000000E726FEDD6A674DC0C275CD69553F43C00E37CD1576674DC05CD21C42563F43C0D44E0D149D674DC0B169AD79163E43C02C24A1DC91674DC0FC0663A1153E43C0E726FEDD6A674DC0C275CD69553F43C0|1100|30|439|10
