runway_vw.178|178|EZA|06/24|1075|25|TIE|ILE|155|POLYGON ((-58.4036701353111 -30.52320171829316, -58.403819864558784 -30.523028281666303, -58.39483386850869 -30.51721328664664, -58.394684131361174 -30.517386713312824, -58.4036701353111 -30.52320171829316))
runway_vw.182|182|FAE|06/24|750|30|TIE|NIL|158|POLYGON ((-61.50793442809301 -33.42714032397761, -61.50775957167326 -33.42736767595145, -61.51454157646398 -33.431034680811855, -61.514716423302325 -33.43080731911724, -61.50793442809301 -33.42714032397761))
runway_vw.507|507|MOR|02/20|2817|38|ASF|ILE|425|POLYGON ((-58.641086689422664 -34.669493325672, -58.64068331037575 -34.66957267399747, -58.646220267174144 -34.68878168428804, -58.64662373262408 -34.68870231538117, -58.641086689422664 -34.669493325672))
runway_vw.183|183|FAG|06/24|1116|25|TIE|NIL|159|POLYGON ((-58.69680725346551 -30.84627471039385, -58.69665274640333 -30.84644528956235, -58.705922750148574 -30.85269529489875, -58.70607724972036 -30.852524705057437, -58.69680725346551 -30.84627471039385))
runway_vw.186|186|FIM|15/33|200|15|TIE|NIL|161|POLYGON ((-61.500160085350196 -33.46922329843472, -61.500285914698324 -33.469292701533554, -61.501466914129445 -33.4677887009249, -61.50134108591909 -33.467719299043374, -61.500160085350196 -33.46922329843472))
runway_vw.193|193|FRO|07/25|1042|36|TIE|NIL|166|POLYGON ((-64.95852800353137 -25.8240273971071, -64.95837799629817 -25.82432260285968, -64.96783300624364 -25.828257607132603, -64.96798299358608 -25.82796239283417, -64.95852800353137 -25.8240273971071))
runway_vw.198|198|GAA|10/28|700|25|TIE|NIL|171|POLYGON ((-59.44363041555721 -33.03841817380711, -59.44362958448486 -33.03820182617334, -59.43620959356088 -33.0382218257281, -59.43621040648062 -33.03843817425269, -59.44363041555721 -33.03841817380711))
runway_vw.199|199|GAI|01/19|1100|20|TIE|NIL|172|POLYGON ((-61.65896521129647 -27.489792894694947, -61.65876278870578 -27.489793105231133, -61.65877577959657 -27.499748104914783, -61.65897822040566 -27.499747895011254, -61.65896521129647 -27.489792894694947))
runway_vw.201|201|GAR|09/27|622|35|TIE|NIL|174|POLYGON ((-59.90363881557332 -35.97822014286431, -59.90356118438226 -35.97851985706355, -59.91034119695977 -35.979679858668966, -59.91041880299698 -35.979380141258005, -59.90363881557332 -35.97822014286431))
runway_vw.119|119|CRV|07/25|2810|50|HOR|ILE|111|POLYGON ((-67.44798644898447 -45.78270790155502, -67.44786755052114 -45.78315009839721, -67.4833766850322 -45.78781811841029, -67.48349531447506 -45.78737588154254, -67.44798644898447 -45.78270790155502))
runway_vw.508|508|MPH|13/31|600|20|TIE|NIL|426|POLYGON ((-57.637420104430184 -38.02993574430396, -57.637579895709486 -38.03006425563979, -57.64257989575483 -38.02617425228307, -57.642420104384804 -38.02604574766067, -57.637420104430184 -38.02993574430396))
runway_vw.509|509|MPP|04/22|750|18|TIE|NIL|427|POLYGON ((-57.65084472259054 -38.01286831783932, -57.65069327729686 -38.012977682112414, -57.65648527654424 -38.01799768580383, -57.65663672334314 -38.0178883141479, -57.65084472259054 -38.01286831783932))
runway_vw.637|637|SCA|11/29|2000|30|HOR|ILE|523|POLYGON ((-61.5198546463068 -30.95824440932068, -61.51991735377029 -30.958509590671106, -61.53426137306758 -30.955989587843113, -61.53419862700973 -30.955724412148683, -61.5198546463068 -30.95824440932068))
runway_vw.642|642|SDE|03/21|2422|45|ASF|ILE|528|POLYGON ((-64.30441944278365 -27.755826388151636, -64.30402455687405 -27.75601161157633, -64.31553753298665 -27.775432628640928, -64.31593246667065 -27.775247371086927, -64.30441944278365 -27.755826388151636))
runway_vw.643|643|SDL|13/31|1000|30|TIE|NIL|529|POLYGON ((-59.80878708593429 -35.60740120726723, -59.809012914415 -35.607598792562406, -59.81603491462589 -35.602245785998285, -59.81580908572432 -35.60204821383058, -59.80878708593429 -35.60740120726723))
runway_vw.644|644|SDL|18/36|1199|23|HOR|ILE|529|POLYGON ((-59.81669264798113 -35.60979182487746, -59.81693535207925 -35.60979017494907, -59.81682533576838 -35.598993175805134, -59.81658266429199 -35.598994824021496, -59.81669264798113 -35.60979182487746))
runway_vw.69|69|CAL|06/24|1935|23|ASF|ILE|60|POLYGON ((-66.57778768776511 -27.068528738493203, -66.57768631212917 -27.06870526147243, -66.59411532063395 -27.076265267941192, -66.59421667926118 -27.076088732024882, -66.57778768776511 -27.068528738493203))
runway_vw.71|71|CAY|01/19|930|30|TIE|NIL|62|POLYGON ((-59.63153698534011 -38.33833320214863, -59.63187301456721 -38.33827879757372, -59.6297779971386 -38.33025080118505, -59.629442002768634 -38.33030519853757, -59.63153698534011 -38.33833320214863))
runway_vw.27|27|AVA|01/19|1050|30|TIE|NIL|27|POLYGON ((-60.59710163552796 -33.0435911711063, -60.59678436438044 -33.043632828672166, -60.597995352724006 -33.05017482967093, -60.59831264718442 -33.05013317010755, -60.59710163552796 -33.0435911711063))
runway_vw.28|28|AVL|11/29|900|60|TIE|ILE|28|POLYGON ((-59.66228650461851 -29.105702083937036, -59.662203495698876 -29.105165916005713, -59.65254451981108 -29.106318911474983, -59.65262748050507 -29.106855088468258, -59.66228650461851 -29.105702083937036))
runway_vw.33|33|BAL|03/21|1044|30|TIE|ILE|32|POLYGON ((-58.341778568689975 -37.91273196553342, -58.341491431024295 -37.91287803429513, -58.347914422442194 -37.92080204220857, -58.348201577271965 -37.92065595761996, -58.341778568689975 -37.91273196553342))
runway_vw.34|34|BAL|16/34|800|40|TIE|NIL|32|POLYGON ((-58.341129627413096 -37.9177053005773, -58.34147637313417 -37.917938699153915, -58.34748736894031 -37.912333690473766, -58.347140631606784 -37.91210030925742, -58.341129627413096 -37.9177053005773))
runway_vw.36|36|BAS|06/24|920|30|TIE|NIL|34|POLYGON ((-58.877512465081914 -32.35934424966064, -58.8773475347202 -32.35957575028775, -58.885687542031896 -32.36385575541897, -58.885852457770426 -32.36362424452938, -58.877512465081914 -32.35934424966064))
runway_vw.43|43|BEX|05/23|798|20|TIE|NIL|39|POLYGON ((-59.46616750340919 -33.85598720679871, -59.466012496511475 -33.85611279313689, -59.4720424967325 -33.861292796896954, -59.472197503188596 -33.861167203038335, -59.46616750340919 -33.85598720679871))
runway_vw.52|52|BLL|10/28|1200|30|TIE|ILE|45|POLYGON ((-58.10186276854523 -38.35530086800073, -58.10190523153951 -38.355569131991004, -58.116130257253864 -38.3541721290528, -58.11608774283111 -38.353903870938886, -58.10186276854523 -38.35530086800073))
runway_vw.55|55|BOE|01/19|880|30|TIE|NIL|48|POLYGON ((-62.007374021639265 -30.726815259013843, -62.007065978286924 -30.726864740801478, -62.00881596568155 -30.734994742576855, -62.00912403424461 -30.734945257238405, -62.007374021639265 -30.726815259013843))
runway_vw.59|59|BOS|10/28|600|30|TIE|NIL|52|POLYGON ((-59.1339988770795 -35.21113973835006, -59.13406712305789 -35.2114042616243, -59.139953132008706 -35.21038125965986, -59.13988486812894 -35.210116740314305, -59.1339988770795 -35.21113973835006))
runway_vw.60|60|BOS|17/35|900|30|TIE|ILE|52|POLYGON ((-59.13672565947809 -35.214800642427484, -59.13705434056382 -35.21481935733841, -59.13773932420135 -35.206716356998044, -59.13741067584056 -35.206697642767914, -59.13672565947809 -35.214800642427484))
runway_vw.62|62|BRA|02/20|834|30|TIE|NIL|54|POLYGON ((-60.4805578901534 -35.14770125651918, -60.48087810969765 -35.147638743238396, -60.47875309575979 -35.1402947454433, -60.47843290409113 -35.14035725431422, -60.4805578901534 -35.14770125651918))
runway_vw.63|63|BRA|12/30|1000|30|TIE|ILE|54|POLYGON ((-60.48718456260771 -35.14347233366165, -60.487055437540995 -35.14322366628497, -60.476892450878424 -35.146783661462024, -60.47702154926937 -35.147032338484024, -60.48718456260771 -35.14347233366165))
runway_vw.800|800|GEP|08/26|1200|30|TIE|NIL|689|POLYGON ((-58.259813588849674 -32.97633950377368, -58.25990641102157 -32.97608049620939, -58.24757642768876 -32.97294050033817, -58.24748357218232 -32.97319949964482, -58.259813588849674 -32.97633950377368))
runway_vw.66|66|BTA|17/35|1100|30|ASF|NIL|57|POLYGON ((-59.03851486989124 -28.53123717808139, -59.0388211300921 -28.53122682174257, -59.038378115396924 -28.521007822988086, -59.0380718845864 -28.52101817683597, -59.03851486989124 -28.53123717808139))
runway_vw.70|70|CAT|01/19|2800|30|ASF|ILE|61|POLYGON ((-65.74836391082921 -28.580698904056995, -65.74806408912912 -28.580755095758263, -65.75401005674311 -28.605468104549843, -65.7543099432158 -28.605411895264876, -65.74836391082921 -28.580698904056995))
runway_vw.73|73|CBA|05/23|2200|45|ASF|ILE|63|POLYGON ((-64.19154780845626 -31.30878371074614, -64.19121619105941 -31.30906028904877, -64.2073321910915 -31.32330130960166, -64.20766380842387 -31.32302469019334, -64.19154780845626 -31.30878371074614))
runway_vw.391|391|IGL|18/36|780|23|TIE|NIL|339|POLYGON ((-64.4755009542612 -35.35890082984586, -64.47574304573415 -35.35889917003187, -64.47566903492486 -35.3516541703684, -64.47542696507048 -35.35165582950935, -64.4755009542612 -35.35890082984586))
runway_vw.72|72|CAY|08/26|930|30|TIE|NIL|62|POLYGON ((-59.625620016454256 -38.333246262196795, -59.62554398346699 -38.33350973775272, -59.635673001263946 -38.33532274037618, -59.63574899865837 -38.335059259572404, -59.625620016454256 -38.333246262196795))
runway_vw.75|75|CBB|02/20|750|20|TIE|NIL|64|POLYGON ((-61.631321862939714 -32.10824209004542, -61.631114137021434 -32.10827790986768, -61.63269712969948 -32.114927910949255, -61.632904870261655 -32.114892088963835, -61.631321862939714 -32.10824209004542))
runway_vw.76|76|CBD|11/29|650|18|TIE|NIL|65|POLYGON ((-61.8798337081657 -38.499484972770354, -61.87989829190077 -38.499639027220546, -61.8868692986141 -38.49783402542142, -61.88680470145242 -38.49767997456947, -61.8798337081657 -38.499484972770354))
runway_vw.78|78|CCM|14/32|845|30|TIE|ILE|67|POLYGON ((-61.36478052789297 -35.571731942513615, -61.365013472381364 -35.57192405737774, -61.37163147303663 -35.56656705106642, -61.37139852723768 -35.566374948824986, -61.36478052789297 -35.571731942513615))
runway_vw.79|79|CCO|14/32|736|15|TIE|NIL|68|POLYGON ((-61.353488106587186 -35.64576906494309, -61.35337989346963 -35.645678935031846, -61.347268893826254 -35.65056693232388, -61.34737710623049 -35.65065706765102, -61.353488106587186 -35.64576906494309))
