1314;t;95;0;265
1315;t;98;0;267
1316;t;69;0;344
1317;t;64;0;343
1318;t;850;0;566
1319;t;830;0;565
1320;t;783;0;690
1321;t;47;0;216
1322;t;48;0;218
1323;t;79;0;518
1324;t;48;0;215
1325;t;268;0;1296
1326;t;268;0;1295
1327;t;115;0;668
1328;t;462;0;486
1329;t;454;0;485
1330;t;264;0;582
1331;t;269;0;581
1332;t;66;0;212
1333;t;74;0;214
1334;t;363;0;605
1335;t;129;0;720
1336;t;130;0;719
1337;t;69;0;378
1338;t;71;0;377
1339;t;204;0;758
1340;t;199;0;757
1341;t;186;0;524
1342;t;184;0;523
1343;t;427;0;116
1344;t;190;0;658
1345;t;12;0;546
1346;t;102;0;154
1347;t;98;0;151
1348;t;97;0;153
1349;t;313;0;680
1350;t;444;0;413
1351;t;111;0;299
1352;t;967;0;428
1353;t;986;0;427
1354;t;47;0;173
1355;t;79;0;82
1356;t;44;0;81
1357;t;21.5;0;76
1358;t;19;0;75
1359;t;5;0;180
1360;t;6;0;179
1361;t;112;0;302
1362;t;113;0;301
1363;t;368;0;482
1364;t;369;0;481
1365;t;1430;0;490
1366;t;1423;0;487
1367;t;1418;0;489
1368;t;1422;0;488
1369;t;45;0;84
1370;t;556;0;257
1371;t;94;0;516
1372;t;93;0;515
1373;t;243;0;1290
1374;t;244;0;1289
1375;t;28;0;966
1376;t;501;0;799
1377;t;32;0;1104
1378;t;33;0;1103
1379;t;71;0;994
1380;t;105;0;827
1381;t;96;0;1174
1382;t;96;0;1173
1383;t;31;0;226
1384;t;89;0;540
1385;t;82;0;539
1386;t;85;0;506
1387;t;87;0;505
1388;t;72;0;508
1389;t;77;0;510
1390;t;13;0;19
1391;t;66;0;382
1392;t;40;0;687
1393;t;182;0;666
1394;t;6;0;728
1395;t;8;0;727
1396;t;33;0;184
1397;t;33;0;183
1398;t;711;0;718
1399;t;713;0;715
1400;t;711;0;717
1401;t;168;0;642
1402;t;165;0;644
1403;t;162;0;641
1404;t;168;0;643
1405;t;466;0;418
1406;t;113;0;536
1407;t;113;0;537
1408;t;130;0;946
1409;t;57;0;892
1410;t;57;0;891
1411;t;14;0;232
1412;t;420;0;457
1413;t;412;0;459
1414;t;120;0;967
1415;t;930;0;1040
1416;t;930;0;1039
1417;t;281;0;261
1418;t;28;0;186
1419;t;28;0;188
1420;t;30;0;185
1421;t;60;0;243
1422;t;3;0;16
1423;t;0;0;15
1424;t;231;0;616
1425;t;233;0;615
1426;t;17;0;386
1427;t;3;0;22
1428;t;3;0;21
1429;t;39;0;550
1430;t;62;0;278
1431;t;63;0;277
1432;t;118;0;400
1433;t;116;0;399
1434;t;336;0;416
1435;t;202;0;1165
1436;t;115;0;830
1437;t;411;0;1060
1438;t;411;0;1059
1439;t;74;0;1092
1440;t;701;0;732
1441;t;700;0;734
1442;t;708;0;731
1443;t;703;0;733
1444;t;597;0;425
1445;t;595;0;426
1446;t;169;0;618
1447;t;168;0;620
1448;t;168;0;617
1449;t;167;0;619
1450;t;438;0;422
1451;t;425;0;421
1452;t;91;0;528
1453;t;90;0;530
1454;t;90;0;532
1455;t;89;0;527
1456;t;7;0;150
1457;t;4;0;691
1458;t;5;0;693
1459;t;91;0;529
1460;t;88;0;531
1461;t;214;0;621
1462;t;60;0;241
1463;t;270;0;785
1464;t;431;0;782
1465;t;429;0;781
1466;t;490;0;1284
1467;t;489;0;1283
1468;t;27;0;18
1469;t;849;0;1274
1470;t;279.5;0;337
1471;t;893;0;706
1472;t;880;0;705
1473;t;22;0;98
1474;t;24;0;94
1475;t;24;0;97
1476;t;517;0;408
1477;t;516;0;407
1478;t;104;0;380
1479;t;102;0;379
1480;t;52;0;246
1481;t;50;0;245
1482;t;74;0;199
1483;t;555;0;430
1484;t;559;0;429
1485;t;70;0;168
1486;t;430;0;746
1487;t;423;0;745
1488;t;245;0;612
1489;t;242;0;614
1490;t;243;0;611
1491;t;248;0;613
1492;t;93;0;554
1493;t;89;0;556
1494;t;91;0;553
1495;t;102;0;396
1496;t;103;0;395
1497;t;163;0;494
1498;t;160;0;493
1499;t;546;0;738
1500;t;543;0;737
1501;t;25;0;360
1502;t;119;0;447
1503;t;105;0;520
1504;t;103;0;519
1505;t;660;0;464
1506;t;585;0;258
1507;t;53;0;324
1508;t;55;0;323
1509;t;133;0;1064
1510;t;138;0;1063
1511;t;770;0;689
1512;t;70;0;167
1513;t;74;0;507
1514;t;77;0;509
1515;t;214;0;624
1516;t;135;0;450
1517;t;139;0;449
1518;t;6;0;74
1519;t;9;0;72
1520;t;8;0;73
1521;t;0;0;80
1522;t;247;0;601
1523;t;94;0;274
1524;t;94;0;273
1525;t;0;0;41
1526;t;1;0;50
1527;t;3;0;42
1528;t;1;0;49
1529;t;50;0;311
1530;t;112;0;446
1531;t;667;0;463
1532;t;485;0;478
1533;t;111;0;756
1534;t;110;0;755
1535;t;199;0;264
1536;t;108;0;1120
1537;t;103;0;1119
1538;t;70;0;1150
1539;t;69;0;1149
1540;t;1165;0;1223
1541;t;476;0;1052
1542;t;199;0;588
1543;t;196;0;587
1544;t;478;0;1051
1545;t;60;0;910
1546;t;59;0;909
1547;t;46;0;1110
1548;t;99;0;1244
1549;t;103;0;1243
1550;t;53;0;890
1551;t;878;0;1304
1552;t;111;0;970
1553;t;109;0;969
1554;t;39;0;342
1555;t;40;0;341
1556;t;100;0;404
1557;t;111;0;773
1558;t;1234;0;1222
1559;t;1222;0;1221
1560;t;236;0;1048
1561;t;51;0;177
1562;t;82;0;284
1563;t;83;0;283
1564;t;13;0;231
1565;t;188;0;629
1566;t;259;0;437
1567;t;358;0;254
1568;t;357;0;253
1569;t;189;0;672
1570;t;192;0;671
1571;t;1313;0;564
1572;t;1320;0;563
1573;t;15;0;20
1574;t;178;0;1215
1575;t;34;0;928
1576;t;36;0;927
1577;t;168;0;626
1578;t;163;0;628
1579;t;112;0;535
1580;t;202;0;440
1581;t;203;0;439
1582;t;91;0;1299
1583;t;90;0;1300
1584;t;112;0;940
1585;t;111;0;939
1586;t;84;0;953
1587;t;386;0;1228
1588;t;62;0;1252
1589;t;60;0;1251
1590;t;108;0;867
1591;t;106;0;869
1592;t;421;0;1171
1593;t;17;0;385
1594;t;27;0;1154
1595;t;27;0;1153
1596;t;218;0;850
1597;t;1875;0;1232
1598;t;1888;0;1231
1599;t;367;0;1298
1600;t;366;0;1297
1601;t;159;0;625
1602;t;164;0;627
1603;t;186;0;630
1604;t;183;0;632
1605;t;14;0;234
1606;t;70;0;207
1607;t;70;0;209
1608;t;710;0;462
1609;t;700;0;461
1610;t;23;0;590
1611;t;21;0;592
1612;t;19;0;589
1613;t;192;0;698
1614;t;187;0;697
1615;t;78;0;272
1616;t;99;0;285
1617;t;90;0;204
1618;t;88;0;205
1619;t;86;0;203
1620;t;88;0;206
1621;t;43;0;375
1622;t;788;0;432
1623;t;108;0;943
1624;t;925;0;1226
1625;t;944;0;1225
1626;t;167;0;1210
1627;t;169;0;856
1628;t;167;0;855
1629;t;105;0;950
1630;t;39;0;1141
1631;t;91;0;1264
1632;t;106;0;888
1633;t;105;0;887
1634;t;5.5;0;12
1635;t;788;0;701
1636;t;99;0;402
1637;t;332;0;711
1638;t;20;0;146
1639;t;22;0;145
1640;t;134;0;840
1641;t;137;0;839
1642;t;24;0;96
1643;t;1178;0;251
1644;t;77;0;282
1645;t;75;0;280
1646;t;73;0;281
1647;t;75;0;279
1648;t;308;0;608
1649;t;300;0;610
1650;t;302;0;607
1651;t;314;0;609
1652;t;117;0;538
1653;t;1214;0;36
1654;t;13;0;696
1655;t;13;0;695
1656;t;198;0;263
1657;t;44;0;248
1658;t;48;0;250
1659;t;44;0;247
1660;t;221;0;709
1661;t;52.5;0;326
1662;t;53;0;325
1663;t;27;0;228
1664;t;26;0;230
1665;t;24;0;227
1666;t;23;0;229
1667;t;614;0;444
1668;t;616;0;443
1669;t;66;0;194
1670;t;62;0;193
1671;t;28;0;682
1672;t;31;0;684
1673;t;45;0;1109
1674;t;58;0;1134
1675;t;101;0;1116
1676;t;298;0;809
1677;t;218;0;975
1678;t;219;0;976
1679;t;100;0;918
1680;t;100;0;917
1681;t;113;0;941
1682;t;182;0;1209
1683;t;70;0;1256
1684;t;68;0;1255
1685;t;389;0;784
1686;t;472;0;1031
1687;t;38;0;1187
1688;t;356;0;1238
1689;t;355;0;1237
1690;t;100;0;960
1691;t;98;0;959
1692;t;84;0;1192
1693;t;77;0;1191
1694;t;108;0;866
1695;t;50;0;1162
1696;t;52;0;1161
1697;t;119;0;984
1698;t;123;0;983
1699;t;868;0;808
1700;t;30;0;138
1701;t;81;0;838
1702;t;80;0;837
1703;t;283;0;854
1704;t;284;0;853
1705;t;210;0;663
1706;t;244;0;1024
1707;t;244;0;1023
1708;t;74;0;988
1709;t;75;0;156
1710;t;8;0;149
1711;t;7;0;147
1712;t;38;0;175
1713;t;58;0;406
1714;t;51;0;405
1715;t;279;0;442
1716;t;283;0;441
1717;t;71;0;211
1718;t;352;0;604
1719;t;350;0;606
1720;t;358;0;603
1721;t;23;0;93
1722;t;20;0;95
1723;t;812;0;336
1724;t;816;0;335
1725;t;517;0;121
1726;t;510;0;122
1727;t;101;0;504
1728;t;100;0;503
1729;t;6;0;767
1730;t;6;0;768
1731;t;330;0;415
1732;t;185;0;634
1733;t;115;0;296
1734;t;116;0;295
1735;t;5;0;25
1736;t;8;0;27
1737;t;32;0;238
1738;t;35;0;240
1739;t;33;0;237
1740;t;30;0;239
1741;t;10;0;512
1742;t;14;0;511
1743;t;26;0;102
1744;t;26;0;104
1745;t;92;0;526
1746;t;92;0;525
1747;t;420;0;458
1748;t;278;0;262
1749;t;251;0;166
1750;t;62;0;307
1751;t;45;0;374
1752;t;28;0;106
1753;t;25;0;101
1754;t;27;0;103
1755;t;28;0;105
1756;t;212;0;623
1757;t;75;0;170
1758;t;71;0;169
1759;t;40;0;352
1760;t;505;0;476
1761;t;781;0;699
1762;t;754;0;452
1763;t;749;0;451
1764;t;104;0;340
1765;t;149;0;635
1766;t;148;0;637
1767;t;159;0;1014
1768;t;157;0;1013
1769;t;92;0;1248
1770;t;95;0;1247
1771;t;22;0;895
1772;t;103;0;1242
1773;t;12.78;0;1124
1774;t;1211;0;252
1775;t;438.5;0;260
1776;t;94;0;370
1777;t;99;0;369
1778;t;273;0;580
1779;t;270;0;579
1780;t;77;0;202
1781;t;78;0;201
1782;t;33;0;190
1783;t;33;0;189
1784;t;20;0;901
1785;t;76;0;310
1786;t;77;0;309
1787;t;774;0;431
1788;t;10;0;354
1789;t;10;0;353
1790;t;6;0;694
1791;t;13;0;58
1792;t;13;0;56
1793;t;113;0;287
1794;t;289;0;583
1795;t;285;0;585
1796;t;542;0;434
1797;t;536;0;433
1798;t;540;0;328
1799;t;544;0;327
1800;t;116;0;292
1801;t;57;0;1195
1802;t;506;0;118
1803;t;114;0;291
1804;t;111;0;594
1805;t;122;0;596
1806;t;114;0;597
1807;t;49;0;1112
1808;t;45;0;1111
1809;t;35;0;140
1810;t;37;0;139
1811;t;91;0;1180
1812;t;643;0;805
1813;t;61;0;924
1814;t;61;0;923
1815;t;664;0;1220
1816;t;636;0;1219
1817;t;113;0;938
1818;t;126;0;999
1819;t;65;0;1010
1820;t;66;0;1009
1821;t;5;0;1122
1822;t;859;0;807
1823;t;112;0;880
1824;t;19;0;788
1825;t;58;0;331
1826;t;59;0;740
1827;t;116;0;1076
1828;t;118;0;1075
1829;t;163;0;857
1830;t;67;0;197
1831;t;44;0;196
1832;t;382;0;1227
1833;t;2389;0;1280
1834;t;60;0;355
1835;t;336;0;748
1836;t;335;0;747
1837;t;357;0;1214
1838;t;379;0;1213
1839;t;51;0;315
1840;t;78;0;650
1841;t;925;0;420
1842;t;904;0;419
1843;t;119;0;294
1844;t;120;0;293
1845;t;26;0;654
1846;t;28;0;656
1847;t;27;0;653
1848;t;26;0;655
1849;t;43;0;376
1850;t;43;0;373
1851;t;386;0;783
1852;t;45;0;802
1853;t;20;0;801
1854;t;28;0;220
1855;t;28;0;219
1856;t;12;0;820
1857;t;16;0;822
1858;t;16;0;819
1859;t;61.97;0;843
1860;t;66;0;842
1861;t;64;0;841
1862;t;138;0;846
1863;t;136;0;845
1864;t;17;0;90
1865;t;17;0;89
1866;t;35;0;137
1867;t;87;0;816
1868;t;69;0;1151
1869;t;75;0;127
1870;t;72;0;129
1871;t;75;0;131
1872;t;146;0;978
1873;t;146;0;977
1874;t;141;0;974
1875;t;142;0;973
1876;t;104;0;372
1877;t;659;0;576
1878;t;34;0;346
1879;t;102;0;371
1880;t;19;0;10
1881;t;19;0;8
1882;t;20;0;9
1883;t;21;0;7
1884;t;109;0;501
1885;t;1241;0;6
1886;t;1248;0;4
1887;t;51;0;542
1888;t;51;0;541
1889;t;37;0;192
1890;t;117;0;1073
1891;t;269;0;786
1892;t;25;0;17
1893;t;82;0;1194
1894;t;1135;0;410
1895;t;1140;0;409
1896;t;662;0;574
1897;t;114;0;300
1898;t;78;0;1193
1899;t;44;0;249
1900;t;241;0;710
1901;t;17;0;899
1902;t;39;0;1094
1903;t;42;0;1093
1904;t;103;0;936
1905;t;448;0;1286
1906;t;427;0;1285
1907;t;113;0;667
1908;t;37;0;191
1909;t;27;0;965
1910;t;516;0;800
1911;t;31;0;187
1912;t;58;0;242
1913;t;60;0;244
1914;t;83;0;366
1915;t;83;0;365
1916;t;3;0;14
1917;t;3;0;13
1918;t;248;0;600
1919;t;47;0;904
1920;t;49;0;903
1921;t;23;0;92
1922;t;21;0;91
1923;t;438;0;1026
1924;t;436;0;1025
1925;t;87.1;0;1268
1926;t;88.1;0;1267
1927;t;118;0;1208
1928;t;124;0;1207
1929;t;248;0;602
1930;t;245;0;599
1931;t;198;0;859
1932;t;90;0;912
1933;t;90;0;911
1934;t;114;0;884
1935;t;35;0;1160
1936;t;31;0;1159
1937;t;108;0;1080
1938;t;107;0;1079
1939;t;41;0;817
1940;t;52;0;818
1941;t;872;0;1034
1942;t;865.5;0;1033
1943;t;118;0;986
1944;t;116;0;985
1945;t;1599;0;1270
1946;t;1572;0;1269
1947;t;2303;0;1230
1948;t;2289;0;1229
1949;t;537.19;0;1056
1950;t;535.19;0;1055
1951;t;100;0;834
1952;t;77;0;1089
1953;t;151;0;824
1954;t;149;0;823
1955;t;79;0;952
1956;t;56;0;1114
1957;t;56;0;1113
1958;t;75;0;998
1959;t;91;0;779
1960;t;120;0;968
1961;t;420;0;460
1962;t;725;0;792
1963;t;724;0;791
1964;t;24;0;134
1965;t;27;0;135
1966;t;93;0;398
1967;t;87;0;397
1968;t;115;0;886
1969;t;115;0;885
1970;t;75;0;1200
1971;t;109;0;1118
1972;t;108;0;1117
1973;t;828;0;1272
1974;t;825;0;1271
1975;t;16;0;1138
1976;t;55;0;889
1977;t;18;0;896
1978;t;88;0;1265
1979;t;32;0;1142
1980;t;90;0;1263
1981;t;71;0;1012
1982;t;71;0;1011
1983;t;29;0;1096
1984;t;28;0;1095
1985;t;101;0;394
1986;t;66.5;0;159
1987;t;422;0;456
1988;t;71;0;158
1989;t;72;0;157
1990;t;75.5;0;160
1991;t;426;0;455
