1000;t;175.5;0;640
1001;t;123;0;1321
1002;t;126;0;1322
1003;t;4326;0;1323
1004;t;448;0;1324
1005;t;20;0;1326
1006;t;20;0;1327
1007;t;739;0;483
1008;t;15.5;0;763
1009;t;769;0;721
1010;t;799;0;722
1011;t;131;0;330
1012;t;0;0;1309
1013;t;0;0;1310
1014;t;752;0;484
1015;t;1083;0;571
1016;t;56;0;1307
1017;t;112;0;879
1018;t;41;0;725
1019;t;43;0;726
1020;t;845;0;703
1021;t;838;0;704
1022;t;1085;0;572
1023;t;455;0;259
1024;t;99;0;403
1025;t;98;0;1169
1026;t;107;0;560
1027;t;110;0;557
1028;t;112;0;972
1029;t;111;0;971
1030;t;47;0;217
1031;t;271;0;578
1032;t;267;0;577
1033;t;112;0;289
1034;t;90;0;1313
1035;t;90;0;1314
1036;t;55;0;1259
1037;t;55;0;1260
1038;t;80;0;517
1039;t;43;0;144
1040;t;44;0;143
1041;t;59;0;276
1042;t;59;0;275
1043;t;505;0;473
1044;t;504;0;475
1045;t;424;0;454
1046;t;99;0;266
1047;t;66;0;1311
1048;t;64;0;1312
1049;t;95;0;268
1050;t;14;0;761
1051;t;361;0;752
1052;t;357;0;751
1053;t;104;0;339
1054;t;115;0;445
1055;t;279;0;678
1056;t;281;0;677
1057;t;125;0;877
1058;t;290.06;0;1016
1059;t;288.46;0;1015
1060;t;196;0;860
1061;t;713;0;713
1062;t;186;0;633
1063;t;30;0;926
1064;t;30;0;85
1065;t;920;0;2
1066;t;54;0;743
1067;t;70;0;322
1068;t;67;0;321
1069;t;273;0;852
1070;t;316;0;679
1071;t;53;0;174
1072;t;27;0;359
1073;t;67;0;1202
1074;t;72;0;1201
1075;t;763;0;569
1076;t;778;0;702
1077;t;81;0;171
1078;t;45;0;1147
1079;t;56;0;1308
1080;t;108;0;559
1081;t;82;0;1317
1082;t;82;0;1318
1083;t;249;0;1319
1084;t;247;0;1320
1085;t;184;0;492
1086;t;185;0;491
1087;t;3510;0;256
1088;t;3524;0;255
1089;t;123;0;498
1090;t;125;0;497
1091;t;277;0;338
1092;t;431;0;453
1093;t;102;0;392
1094;t;258;0;862
1095;t;263;0;861
1096;t;27;0;31
1097;t;453;0;40
1098;t;62.56;0;1258
1099;t;63.07;0;1257
1100;t;29;0;351
1101;t;508;0;474
1102;t;192;0;1216
1103;t;15;0;233
1104;t;116;0;448
1105;t;554;0;798
1106;t;555;0;797
1107;t;99;0;401
1108;t;352;0;712
1109;t;151;0;636
1110;t;146;0;638
1111;t;166;0;858
1112;t;24;0;514
1113;t;24;0;513
1114;t;49;0;825
1115;t;139;0;981
1116;t;106;0;920
1117;t;108;0;919
1118;t;141;0;1212
1119;t;142;0;1211
1120;t;461;0;1282
1121;t;455;0;1281
1122;t;84;0;1262
1123;t;84;0;1261
1124;t;37;0;1158
1125;t;77;0;962
1126;t;50;0;348
1127;t;35;0;176
1128;t;1179;0;1224
1129;t;1240;0;35
1130;t;31;0;681
1131;t;22;0;683
1132;t;660;0;466
1133;t;659;0;468
1134;t;15;0;99
1135;t;91;0;1078
1136;t;90;0;1077
1137;t;56;0;1108
1138;t;38.5;0;1315
1139;t;37;0;1316
1140;t;146;0;982
1141;t;30;0;739
1142;t;80;0;951
1143;t;109;0;863
1144;t;83;0;815
1145;t;22;0;34
1146;t;25;0;33
1147;t;670;0;114
1148;t;683;0;113
1149;t;56;0;1254
1150;t;56;0;754
1151;t;110;0;290
1152;t;654;0;573
1153;t;643;0;575
1154;t;77;0;172
1155;t;32;0;86
1156;t;891;0;1036
1157;t;889;0;1035
1158;t;51;0;1146
1159;t;53;0;1145
1160;t;35;0;1102
1161;t;37;0;1101
1162;t;138;0;874
1163;t;139;0;873
1164;t;418;0;794
1165;t;413;0;793
1166;t;244;0;1021
1167;t;237;0;1018
1168;t;117;0;829
1169;t;77;0;652
1170;t;75;0;649
1171;t;71;0;651
1172;t;48;0;178
1173;t;12;0;1128
1174;t;10;0;1127
1175;t;142;0;872
1176;t;139;0;871
1177;t;352;0;814
1178;t;349;0;813
1179;t;16;0;88
1180;t;12;0;87
1181;t;71;0;1198
1182;t;52;0;1107
1183;t;416;0;812
1184;t;403;0;811
1185;t;590;0;1038
1186;t;586;0;1037
1187;t;99;0;914
1188;t;100;0;913
1189;t;541;0;1058
1190;t;535;0;1057
1191;t;76;0;155
1192;t;30;0;222
1193;t;27;0;221
1194;t;422;0;115
1195;t;209;0;334
1196;t;199;0;333
1197;t;180;0;674
1198;t;180;0;673
1199;t;24;0;52
1200;t;24;0;54
1201;t;24;0;51
1202;t;20;0;53
1203;t;72;0;213
1204;t;96;0;368
1205;t;104;0;367
1206;t;179;0;665
1207;t;24;0;358
1208;t;711;0;714
1209;t;710;0;716
1210;t;32;0;24
1211;t;30;0;23
1212;t;30;0;388
1213;t;32;0;390
1214;t;28;0;387
1215;t;31;0;389
1216;t;14;0;357
1217;t;10;0;545
1218;t;9;0;548
1219;t;937;0;472
1220;t;923;0;471
1221;t;804;0;724
1222;t;41;0;686
1223;t;42;0;688
1224;t;42;0;685
1225;t;140;0;522
1226;t;138;0;521
1227;t;85;0;958
1228;t;86;0;957
1229;t;13;0;57
1230;t;14;0;55
1231;t;115;0;288
1232;t;109;0;868
1233;t;105;0;870
1234;t;105;0;865
1235;t;158;0;847
1236;t;7;0;148
1237;t;1236;0;5
1238;t;1230;0;3
1239;t;10;0;77
1240;t;26;0;182
1241;t;26;0;181
1242;t;45;0;1132
1243;t;46;0;1131
1244;t;65;0;1136
1245;t;39;0;730
1246;t;37;0;729
1247;t;109;0;942
1248;t;10.72;0;1123
1249;t;66;0;1190
1250;t;130;0;304
1251;t;129;0;303
1252;t;277;0;760
1253;t;273;0;759
1254;t;89;0;562
1255;t;658;0;465
1256;t;89;0;561
1257;t;69;0;1189
1258;t;5;0;1126
1259;t;29;0;964
1260;t;31;0;963
1261;t;102.06;0;1246
1262;t;99.64;0;1245
1263;t;67;0;1206
1264;t;67;0;1205
1265;t;473;0;1032
1266;t;78;0;961
1267;t;27;0;1098
1268;t;28;0;1097
1269;t;85;0;956
1270;t;81;0;955
1271;t;72;0;993
1272;t;86;0;1266
1273;t;82;0;1008
1274;t;88;0;992
1275;t;87;0;991
1276;t;105;0;1164
1277;t;102;0;935
1278;t;86;0;1178
1279;t;86;0;1177
1280;t;109;0;948
1281;t;116;0;500
1282;t;117;0;502
1283;t;117;0;499
1284;t;61;0;742
1285;t;53;0;741
1286;t;194;0;496
1287;t;193;0;495
1288;t;67;0;198
1289;t;46;0;195
1290;t;660;0;467
1291;t;67;0;236
1292;t;118;0;832
1293;t;67;0;235
1294;t;121;0;598
1295;t;114;0;593
1296;t;112;0;595
1297;t;16;0;821
1298;t;62;0;908
1299;t;60;0;907
1300;t;61.9;0;844
1301;t;73;0;997
1302;t;91;0;778
1303;t;93;0;780
1304;t;81;0;777
1305;t;837;0;1273
1306;t;285;0;1050
1307;t;93;0;1250
1308;t;214;0;849
1309;t;188;0;876
1310;t;186;0;875
1311;t;283;0;1288
1312;t;285;0;851
1313;t;475;0;417
