394,0101000000B7D3D68860C04EC07993DFA293493FC0,1,3,615
453,0101000000E25CC30C8D1550C0719010E50B9440C0,19,3,126
159,010100000024F90E2F26134FC0E1A1B37D665E43C0,35,3,38
456,010100000000CADFBDA31550C064027E8D249540C0,35,3,127
158,0101000000658C0FB397174FC01EA4A7C8215C43C0,17,3,39
392,010100000069E21DE049C14EC09207228B34493FC0,1,1,614
118,0101000000B2F677B6471350C048C2BE9D44683FC0,1,0,496
1227,0101000000D7D9907F666750C0D71533C2DB573BC0,20,0,80
1228,010100000034BA83D8996750C07C65DEAAEB583BC0,2,0,80
572,0101000000D8371DEE108851C08B6B2D6ABB7C43C0,9,0,769
571,0101000000A60A4625758651C0BE30992A187D43C0,27,0,769
21,010100000072A43330F24A4DC094DC6113993941C0,23,0,185
22,010100000042EE224C514C4DC060915F3FC43A41C0,5,0,185
754,0101000000982F2FC03EF450C0C75EEFFE78A748C0,7,0,660
1310,01010000002B4833164D4F4CC09E98F562280F50C0,23,0,831
1309,01010000002C90A0F831524CC06D26DF6C730F50C0,5,0,831
1312,0101000000287C18968E014DC0AB1BA0D24CCC3EC0,21,0,832
1311,01010000004698DE4D19024DC0DDD50D5069CE3EC0,3,0,832
1318,01010000003E389F3A56B34EC0A1BFD02346D541C0,23,0,843
1317,01010000009E7DE5417AB44EC09085E81038D641C0,5,0,843
1316,010100000010514CDE00E54DC07DCF488446AA41C0,34,0,839
1315,0101000000C9AF1F6283E54DC042EA76F695A941C0,16,0,839
581,01010000002F302B14E9E650C012D90759168043C0,27,0,218
582,01010000001D554D1075E850C024D06053E77F43C0,9,0,218
759,01010000009161156F640D52C08940F50F22CD49C0,24,0,47
760,0101000000FBE8D495CF0E52C0AFB0E07EC0CD49C0,6,0,47
12,01010000003F58C6866E364DC08F6CAE9AE74641C0,13,0,5
1320,0101000000A7AFE76B96DF4FC04912842BA0C03EC0,20,0,845
1319,01010000009C51F355F2DF4FC083C30B2252C33EC0,2,0,845
1189,01010000009EEA909BE1964DC01D5A643BDF273DC0,20,0,213
1190,010100000009E1D1C611974DC045D8F0F44A293DC0,2,0,213
667,01010000005D86FF7403E34EC084F1D3B8374B42C0,20,0,133
668,0101000000C554FA0967E34EC09F5BE84A044C42C0,2,0,133
1308,0101000000C72AF423BA244EC0B311138534DA3DC0,29,0,830
1307,010100000019490A8E07264EC0102F26C1CCD93DC0,11,0,830
1322,01010000006ED1C952EB2F4FC096AFCBF09FD440C0,19,0,847
1321,0101000000038F6FEF1A304FC0C3B81B446BD540C0,1,0,847
1327,0101000000A796ADF545F24CC070B6B9313D7D41C0,32,0,849
1326,0101000000ECFA05BB61F34CC040FB9122327C41C0,14,0,849
1324,0101000000BB7B80EECB0A50C0A41CCC26C00A40C0,20,0,848
1323,010100000003B34291EE0A50C0BB7B80EECB0B40C0,2,0,848
1126,010100000021956247E3424DC091813CBB7C7D40C0,1,0,215
404,0101000000C4094CA775034FC017F3734353AE3EC0,1,0,519
403,0101000000904E5DF92C034FC0D54E0647C9AB3EC0,19,0,519
640,010100000091A70E2E6C9D4DC08489421A779F42C0,1,0,135
1127,0101000000A19FA9D72D484DC00F9BC8CC057840C0,19,0,216
1128,01010000009E60FF756E484DC087FC3383F87840C0,1,0,216
963,0101000000B537F8C264EA4DC070B6B9313DD540C0,22,0,221
964,010100000082E7DEC325EB4DC0C45F9335EAD540C0,4,0,221
917,010100000028603B18B1014FC0821DFF05828C41C0,23,0,805
918,010100000029232E008D024FC0868DB27E338D41C0,5,0,805
237,010100000086730D3334BA4DC07B6AF5D5555141C0,19,0,513
238,010100000075CDE49B6DBA4DC0D63730B9515241C0,1,0,513
239,01010000004B1FBAA0BEB94DC08D429259BD5141C0,27,0,514
240,01010000007009C03FA5BA4DC07F6DFDF49F5141C0,9,0,514
101,0101000000506F46CD57674DC0A8E49CD8433F43C0,31,0,525
102,010100000027BC04A73E684DC037C478CDAB3E43C0,13,0,525
105,010100000042B3EBDE8A684DC07AAA436E863F43C0,36,0,527
106,0101000000AB764D486B684DC01B84B9DDCB3D43C0,18,0,527
861,010100000015713AC956394FC084656CE866C342C0,32,0,802
862,01010000005AA148F7733A4FC0E38DCC237FC242C0,14,0,802
99,010100000054FD4AE7C3654DC0014C1938A04943C0,23,0,535
103,01010000002C9FE57970674DC07B6AF5D5553F43C0,35,0,526
104,0101000000B329577897674DC0BF7E880D163E43C0,17,0,526
189,01010000000742B28009A44DC0C9C859D8D38241C0,25,0,537
